time,tmax,tmin,precip,rhmax,rhmin,rsds
5/15/1981,306.96048,290.084656,5.201716,49.18816,13.929118,325.954407
6/15/1981,311.364349,292.722107,0,25.669363,7.775604,342.413208
7/15/1981,313.673981,297.029572,5.480294,31.191902,10.947733,326.214203
8/15/1981,312.867401,296.593689,1.594384,39.788555,14.717473,280.697632
9/15/1981,309.349396,291.678345,16.510212,45.226212,13.434812,252.89093
10/15/1981,300.738159,283.725739,0,42.355309,13.144703,201.746063
11/15/1981,291.649292,277.517853,22.647427,57.13237,20.022278,145.217102
12/15/1981,286.276123,273.917358,20.475006,69.992813,26.064375,119.326004
1/15/1982,286.672333,273.224976,12.899641,61.820107,21.618143,127.84967
2/15/1982,291.66507,277.088928,21.535461,59.131077,21.448557,176.040009
3/15/1982,299.043579,282.648895,0.64765,45.220303,12.523102,238.039398
4/15/1982,300.3974,283.642151,0,44.526508,13.271743,295.867828
5/15/1982,305.426971,288.964172,4.367414,44.122051,12.703607,326.521729
6/15/1982,309.74234,291.589355,0,36.96117,10.010714,345.252533
7/15/1982,311.871887,295.155487,11.213971,36.794994,12.154747,322.27417
8/15/1982,312.126831,295.490814,11.339868,38.926182,14.076047,285.738678
9/15/1982,308.545197,288.808136,13.536189,39.695618,11.120675,248.466934
10/15/1982,296.876038,284.760651,44.851433,71.030289,28.219402,176.41684
11/15/1982,291.044006,278.064148,3.482985,70.051796,27.509081,140.144531
12/15/1982,291.686554,276.222473,0,44.687134,16.038029,128.721771
1/15/1983,290.664459,277.121277,31.439194,64.933449,28.428267,118.985062
2/15/1983,294.588654,279.463593,52.57637,66.498421,26.496262,160.963226
3/15/1983,292.346893,279.475464,51.227886,71.551971,25.944092,211.639984
4/15/1983,300.006714,284.196899,0.956972,52.446266,15.79607,295.41507
5/15/1983,299.585266,283.386383,5.640105,66.125137,18.176758,316.903992
6/15/1983,307.480347,288.734436,0,39.712605,9.438014,341.284271
7/15/1983,310.206604,292.630859,7.974827,46.716,13.013098,318.121613
8/15/1983,310.348328,293.755127,16.197002,45.640842,15.251405,277.324036
9/15/1983,308.027161,289.28183,0,34.820824,10.759086,252.395401
10/15/1983,302.614044,284.884857,2.455084,39.149132,12.317131,194.196259
11/15/1983,293.864288,278.597076,18.770439,55.717136,17.825294,144.444168
12/15/1983,288.045227,275.320435,7.577003,66.820518,24.673834,113.540733
1/15/1984,288.727905,276.175446,57.500198,77.336586,31.305029,111.001152
2/15/1984,289.468445,277.74826,69.772575,75.663429,31.984131,156.070999
3/15/1984,291.87204,280.262512,48.564011,79.80867,32.496571,199.200745
4/15/1984,295.872711,281.496735,24.12781,62.651726,22.421015,279.914154
5/15/1984,299.229889,285.467072,33.917377,67.167763,20.749191,316.069092
6/15/1984,307.243866,291.889526,2.245638,61.580528,17.851954,338.413086
7/15/1984,312.270264,296.105743,61.209846,50.856476,14.639604,319.886932
8/15/1984,310.002106,292.242218,5.095317,54.335129,14.524703,296.942719
9/15/1984,309.270172,292.147858,1.344806,40.578651,12.908099,243.862534
10/15/1984,302.826233,284.617035,0.691394,40.960194,12.089995,199.138931
11/15/1984,293.149963,278.765594,6.456237,54.681553,18.740042,137.783966
12/15/1984,290.627289,275.469208,0.286109,57.978348,17.89488,126.289421
1/15/1985,286.643829,274.462067,35.398209,76.576523,30.528912,115.99707
2/15/1985,290.472382,276.285583,3.153964,63.904537,21.998541,174.891083
3/15/1985,296.157135,279.109558,8.34707,43.492062,12.546061,236.529282
4/15/1985,297.363464,282.233276,29.167799,58.775269,17.674482,277.403931
5/15/1985,304.407227,286.884033,0,33.788944,11.08548,336.351624
6/15/1985,312.394653,293.662018,0.335038,23.972229,7.095313,346.336548
7/15/1985,312.526703,295.220245,3.596716,32.295071,11.164227,330.831055
8/15/1985,313.838959,296.706177,4.344132,28.439503,11.065145,288.394806
9/15/1985,307.558929,293.297211,21.374853,59.765072,22.022093,233.592453
10/15/1985,302.520691,285.292023,3.48309,49.277622,14.768162,200.823563
11/15/1985,295.154266,279.634247,0,47.886059,15.846854,147.4077
12/15/1985,289.957092,275.271667,1.142126,60.264435,19.108168,124.229446
1/15/1986,291.333557,276.373566,5.611729,55.270039,19.968626,133.343201
2/15/1986,291.918152,277.154816,26.17041,59.002968,22.762812,176.915436
3/15/1986,295.03598,279.523682,12.617951,51.303574,14.505935,236.083435
4/15/1986,298.096191,282.457184,57.777573,61.38805,17.658691,278.952026
5/15/1986,304.3815,286.844208,4.41423,40.258858,10.071774,331.065277
6/15/1986,309.526703,292.310913,0,35.454353,9.276807,334.184296
7/15/1986,314.25769,298.238983,1.979712,35.086464,11.909032,316.999817
8/15/1986,311.417297,294.799866,0,40.276196,13.748984,289.890991
9/15/1986,309.049957,293.340454,12.138268,45.652077,15.450974,246.466125
10/15/1986,305.291138,288.032928,1.230845,41.792442,12.952791,201.133514
11/15/1986,296.702026,279.297485,3.12152,38.953671,11.740965,155.190857
12/15/1986,290.176208,275.69223,16.679203,60.651169,22.80751,123.132965
1/15/1987,286.287781,273.944061,24.910315,77.273491,30.334225,113.743668
2/15/1987,289.120209,277.647095,59.847542,76.961853,33.699951,153.648483
3/15/1987,296.413483,281.397308,29.703447,60.763031,22.731321,225.601349
4/15/1987,300.810364,284.93985,22.171225,51.591316,14.879647,292.233032
5/15/1987,304.671967,288.371002,0.774601,45.973038,11.885432,334.768005
6/15/1987,310.401215,293.434601,0.709135,37.153099,9.41793,344.612152
7/15/1987,313.528595,297.858673,12.180929,46.693882,16.531467,314.628143
8/15/1987,309.870392,294.906219,32.121632,57.795712,21.249413,276.75882
9/15/1987,308.831818,293.256775,2.097292,47.103115,17.018404,239.501984
10/15/1987,303.854279,285.31073,2.543044,36.500458,10.85186,201.184555
11/15/1987,292.681519,278.975281,65.099579,68.207367,23.73115,132.922058
12/15/1987,286.841888,275.053802,37.897728,83.071877,31.50898,110.042244
1/15/1988,287.271271,274.787201,17.745655,73.452705,29.603834,125.833443
2/15/1988,287.766418,273.106964,1.148596,47.587078,16.399862,194.064407
3/15/1988,293.196472,276.974762,6.506471,50.089523,14.743315,245.102539
4/15/1988,294.855469,281.577087,39.241528,65.209648,21.632849,267.573151
5/15/1988,304.566925,287.44986,5.115152,44.221977,14.132298,330.530701
6/15/1988,308.16217,289.972687,1.048084,39.909191,10.324924,343.870605
7/15/1988,314.949493,297.204987,7.054759,27.227449,8.795953,330.72345
8/15/1988,312.422089,295.251068,4.633887,38.991425,11.489013,295.850861
9/15/1988,312.648163,294.101685,1.02208,33.105289,9.63057,254.787186
10/15/1988,306.159027,287.515198,0.455589,38.090614,11.08128,203.570435
11/15/1988,293.396545,278.247192,2.42326,49.940289,14.900723,144.644745
12/15/1988,291.87027,276.262177,38.21751,57.698212,18.123529,118.846436
1/15/1989,289.346344,276.581696,4.722299,67.077393,24.787127,124.573158
2/15/1989,291.51532,278.309998,32.995468,71.522079,28.16065,159.831635
3/15/1989,294.099182,278.201202,1.744395,40.656712,11.871105,246.666458
4/15/1989,302.945099,284.940887,3.952498,40.007019,9.485739,293.938507
5/15/1989,309.385223,291.807373,0,30.996706,9.038375,334.22403
6/15/1989,309.444763,292.578217,6.669289,41.635159,13.629926,341.152618
7/15/1989,313.405914,296.223114,1.888279,42.252758,11.857588,328.731262
8/15/1989,313.739197,296.598633,12.324182,29.486996,10.403102,295.641663
9/15/1989,309.142792,292.274292,17.151623,47.732018,14.305171,248.141907
